company_id,company_name,industry,working_capital_to_total_assets,retained_earnings_to_total_assets,ebit_to_total_assets,market_value_equity_to_total_liabilities,sales_to_total_assets,current_ratio,quick_ratio,debt_to_equity,interest_coverage,net_profit_margin,return_on_assets,return_on_equity,altman_z_score,is_bankrupt,years_to_bankruptcy
COMP_0156,Strategic Dynamics #204,Transportation,0.171,0.2321,0.0725,0.6806,0.979,1.8737,1.3038,3.0939,1.7333,0.0257,0.0252,0.1031,2.1567,0,
COMP_0542,Pinnacle Dynamics,Technology,0.327,0.1179,0.0466,0.1996,0.6515,2.7483,2.1254,1.2101,1.219,0.0097,0.0063,0.014,1.4824,0,
COMP_0441,Omega Innovations,Real Estate,-0.1426,0.1529,0.0432,0.1631,0.2489,0.4122,0.3916,1.9391,1.6196,0.0526,0.0131,0.0385,0.5322,0,
COMP_0483,Elite Industries #621,Healthcare,0.387,0.3839,0.1685,2.6549,0.9181,3.4681,2.4896,0.5967,8.8485,0.128,0.1175,0.1876,4.0689,0,
COMP_0423,Dynamic Logistics #363,Construction,0.2453,0.0952,0.0481,0.1816,1.0631,2.3654,1.6044,1.6054,1.3329,0.0086,0.0092,0.0239,1.7583,0,
COMP_0779,Stellar Logistics #276,Healthcare,0.2575,0.2024,0.1998,3.318,0.69,1.8761,1.1817,1.5564,5.0768,0.1834,0.1266,0.3235,3.9326,0,
COMP_0950,Vanguard Solutions #169,Healthcare,0.0354,-0.4536,0.0066,0.0059,0.6689,1.1531,0.6469,1.2671,0.1373,-0.0491,-0.0328,-0.0744,0.1018,1,4.0
COMP_0335,Stellar Industries #467,Retail,0.1805,0.3581,0.1145,1.814,1.7199,1.7486,1.2938,1.6528,2.7524,0.033,0.0567,0.1505,3.9042,0,
COMP_0577,Global Systems,Real Estate,-0.1444,0.1459,0.0648,0.3817,0.3637,0.5316,0.3553,1.8942,2.8156,0.0817,0.0297,0.086,0.8375,0,
COMP_0935,Global Services #564,Retail,-0.2535,-0.2449,-0.0022,0.0044,0.061,0.4231,0.235,105.1185,-0.0258,-1.1163,-0.0681,-5.0,-0.5905,1,3.0
COMP_0568,United Corp,Healthcare,0.3927,0.4512,0.1903,4.4896,1.065,2.4876,1.55,1.1056,10.5173,0.1237,0.1317,0.2774,5.4897,0,
COMP_0595,Summit Innovations #92,Financial Services,-0.0961,-0.0208,0.0136,0.0109,0.05,0.7865,0.5818,9.0,0.8487,-0.0334,-0.0017,-0.0167,-0.0432,0,
COMP_0531,Stellar Ventures #499,Energy,0.0914,0.2442,0.0986,0.9135,0.7885,1.4467,0.8256,1.9778,2.3621,0.0483,0.0381,0.1133,2.1137,0,
COMP_0582,Premier Solutions #570,Telecommunications,0.0107,0.337,0.1475,1.6632,0.5236,1.0317,0.738,1.8191,7.2363,0.1933,0.1012,0.2853,2.4927,0,
COMP_0708,Quantum Innovations #396,Energy,0.2255,-0.0647,0.039,0.0343,0.4009,2.4749,2.03,2.5909,0.8611,-0.0112,-0.0045,-0.0162,0.7302,0,
COMP_0449,Global Ventures,Energy,-0.0437,-0.0357,0.0178,0.0325,0.3834,0.7822,0.5931,0.8268,0.8064,-0.0082,-0.0032,-0.0058,0.359,0,
COMP_0454,Omega Enterprises #239,Technology,0.3782,0.2775,0.1899,4.5741,1.154,3.5478,2.6741,0.8753,6.1289,0.1049,0.121,0.2269,5.3675,0,
COMP_0229,Advanced Technologies #30,Energy,0.0289,0.1987,0.0787,0.6753,0.5065,1.0843,0.6919,2.7316,1.664,0.0484,0.0245,0.0914,1.4844,0,
COMP_0353,Alpha Manufacturing #269,Healthcare,0.4856,0.4904,0.1258,2.5364,0.687,4.0913,3.15,0.9374,5.6235,0.1164,0.08,0.155,3.8931,0,
COMP_0729,Horizon Solutions,Retail,0.065,0.3205,0.0694,0.5284,1.5119,1.1849,0.8637,1.5239,2.0076,0.0181,0.0274,0.0691,2.5844,0,
COMP_0213,Dynamic Dynamics #108,Construction,0.138,0.004,0.0369,0.1064,0.8222,1.6095,1.151,2.7893,1.1248,0.0038,0.0031,0.0119,1.1791,0,
COMP_0080,Dynamic Group #14,Transportation,0.1538,0.2165,0.0877,0.9019,0.9164,1.6422,1.2377,3.3884,1.8992,0.035,0.032,0.1406,2.2344,0,
COMP_0149,Premier International #593,Telecommunications,-0.1247,-0.0514,0.0297,0.0178,0.3281,0.7061,0.5129,4.852,0.6144,-0.0454,-0.0149,-0.0872,0.2153,0,
COMP_0303,Strategic Partners #275,Technology,0.321,0.0978,0.1184,3.4768,0.8329,3.0883,2.3094,0.4318,6.6773,0.0888,0.074,0.1059,3.8318,0,
COMP_0629,Advanced Corp #289,Energy,0.0958,0.0396,0.0325,0.1811,0.6348,1.3873,1.2213,1.3983,1.251,0.0074,0.0047,0.0112,1.021,0,
COMP_0778,Apex Systems,Manufacturing,0.0285,0.3235,0.1047,1.4956,0.94,1.0743,0.711,1.9362,3.8447,0.0591,0.0555,0.163,2.67,0,
COMP_0507,Pioneer International,Energy,0.1673,0.2855,0.2055,1.9834,0.6488,2.6514,1.963,1.6107,5.2703,0.2052,0.1331,0.3476,3.1174,0,
COMP_0343,Global Group #653,Transportation,-0.0023,0.0304,0.059,0.184,0.5153,0.9916,0.816,3.0449,1.2293,0.0173,0.0089,0.0362,0.8602,0,
COMP_0486,Advanced Solutions,Healthcare,0.0657,0.3868,0.0959,1.265,0.5127,1.2053,0.7718,1.4561,2.4331,0.0867,0.0444,0.1092,2.2086,0,
COMP_0712,Vanguard Dynamics #111,Energy,0.1149,0.3944,0.0577,0.7144,0.5942,1.3283,0.9679,1.4085,1.6291,0.0307,0.0183,0.044,1.9032,0,
COMP_0134,Vanguard Group #625,Energy,0.1607,0.2211,0.0614,0.528,0.5756,1.8117,1.4631,1.2391,1.5371,0.0332,0.0191,0.0428,1.5975,0,
COMP_0704,Prime Partners,Manufacturing,0.2104,0.5383,0.1197,2.8484,0.9358,1.9804,1.128,0.7647,5.7968,0.0808,0.0756,0.1334,4.046,0,
COMP_0312,Premier Partners #308,Transportation,0.0531,0.3513,0.0803,0.797,0.7764,1.2069,0.8763,1.7039,1.8669,0.0331,0.0257,0.0696,2.0753,0,
COMP_0723,Premier Solutions,Telecommunications,-0.0435,0.1879,0.1047,1.2833,0.6437,0.8553,0.6998,4.0549,4.1892,0.1075,0.0692,0.3499,1.97,0,
COMP_0630,Titan Corp #72,Financial Services,0.1097,0.1684,0.0403,0.1336,0.4451,1.3188,1.0106,4.6414,1.6274,0.0298,0.0133,0.0749,1.0259,0,
COMP_0001,Pinnacle Services #547,Technology,0.3317,0.317,0.0375,0.559,1.0191,3.1358,2.3883,0.55,2.0996,0.0153,0.0156,0.0242,2.3199,0,
COMP_0317,Apex Manufacturing,Construction,0.2659,0.0653,0.0877,0.6159,0.9979,2.2583,1.572,2.0961,2.1118,0.0369,0.0368,0.114,2.0672,0,
COMP_0707,Advanced Solutions #126,Technology,0.3776,0.3798,0.1507,3.3364,0.7267,2.5208,1.3502,0.9892,7.848,0.1506,0.1094,0.2176,4.2108,0,
COMP_0548,Pinnacle Partners #293,Energy,-0.1205,0.3194,0.0895,1.0789,0.451,0.6872,0.4833,1.9746,3.6501,0.1075,0.0485,0.1442,1.696,0,
COMP_0873,United Systems #508,Manufacturing,-0.4814,-0.6,0.042,0.0036,0.9054,0.0941,0.0526,119.3129,0.6687,-0.0176,-0.0159,-1.5933,-0.3714,1,2.0
COMP_0533,Dynamic Industries #448,Manufacturing,0.4567,0.1349,0.0772,0.6447,0.8843,7.2432,5.2413,1.181,3.5816,0.0475,0.042,0.0915,2.2629,0,
COMP_0478,Premier Partners,Technology,0.3253,0.3457,0.1407,8.3197,0.8985,3.8407,2.3435,0.2874,14.1904,0.1044,0.0938,0.1208,7.229,0,
COMP_0405,Premier Technologies #546,Retail,0.1112,0.0304,0.0406,0.1718,1.2605,1.4895,0.9055,1.6277,1.2309,0.0048,0.0061,0.0161,1.6737,1,1.0
COMP_0173,Omega Enterprises #443,Construction,0.1073,0.1022,0.1124,1.3131,1.0969,1.2294,0.7507,7.0941,2.3179,0.0497,0.0545,0.441,2.5276,0,
COMP_0126,Titan Partners #94,Energy,0.0989,-0.0321,0.0051,0.0307,0.266,1.4212,1.0775,1.1535,0.2566,-0.0442,-0.0118,-0.0253,0.375,0,
COMP_0395,Apex Systems #389,Construction,0.2594,0.2595,0.0854,0.9212,1.1974,1.9477,1.6057,1.243,2.2602,0.0287,0.0344,0.0771,2.7064,0,
COMP_0421,Quantum Solutions,Real Estate,-0.2053,0.053,0.0307,0.0412,0.1918,0.4385,0.3152,2.1535,1.1854,0.0182,0.0035,0.011,0.1458,0,
COMP_0553,Summit Solutions #406,Telecommunications,-0.0794,0.2274,0.0929,0.6336,0.5184,0.7964,0.64,3.1776,5.8609,0.1034,0.0536,0.224,1.4282,0,
COMP_0904,Strategic Solutions,Telecommunications,-0.2231,-0.1293,0.023,0.0027,0.1515,0.3115,0.1462,38.6609,0.2431,-0.38,-0.0576,-2.2832,-0.2197,1,4.0
COMP_0091,Horizon Partners #445,Retail,0.0745,0.3651,0.0815,0.8076,1.7855,1.2973,0.8997,1.3733,2.9622,0.0229,0.0409,0.0971,3.1393,0,
COMP_0940,Elite Enterprises #471,Energy,-0.3407,-0.3584,-0.0118,0.0067,0.1443,0.3728,0.2149,113.451,-0.1248,-0.5974,-0.0862,-5.0,-0.8013,1,3.0
COMP_0182,United Innovations #38,Manufacturing,0.238,0.6869,0.0509,4.0817,0.9722,3.9278,2.7321,0.1864,5.8102,0.0339,0.033,0.0391,4.8366,0,
COMP_0275,Global Corp,Retail,0.2122,0.0203,0.0418,0.136,1.1481,1.8645,1.3292,1.8045,1.3343,0.0065,0.0074,0.0208,1.6506,0,
COMP_0896,Summit Holdings #512,Transportation,-0.2707,-0.113,-0.0304,0.0086,0.7626,0.3842,0.1667,4.6971,-0.2372,-0.1736,-0.1324,-0.7541,0.1846,1,2.0
COMP_0070,Summit Group #645,Retail,-0.0029,0.1156,0.1184,1.5444,1.7101,0.992,0.6206,2.1723,2.4123,0.0315,0.0539,0.1709,3.1859,0,
COMP_0292,Quantum Group #659,Healthcare,0.3838,0.1405,0.0414,0.9331,0.6007,4.4998,2.9575,0.414,3.0807,0.0375,0.0225,0.0319,1.9543,0,
COMP_0132,Elite Services #1,Energy,0.0312,-0.4344,0.0151,0.0214,0.6233,1.0859,0.809,3.7183,0.4726,-0.022,-0.0137,-0.0648,0.1152,0,
COMP_0301,Summit Services,Financial Services,-0.1566,0.0564,0.0254,0.0982,0.2188,0.6408,0.2525,6.8661,1.3003,0.0221,0.0048,0.0381,0.2524,0,
COMP_0425,Vanguard Partners #496,Retail,0.0168,0.1944,0.0395,0.2922,1.4972,1.063,0.7016,1.8235,1.3311,0.0051,0.0077,0.0217,2.0953,0,
COMP_0327,Horizon Partners,Healthcare,0.3399,0.1364,0.0778,1.0131,0.6112,2.9573,2.6434,0.7834,3.5178,0.0728,0.0445,0.0793,2.0747,0,
COMP_0145,Elite International #78,Real Estate,0.0396,-0.0617,0.0369,0.0311,0.1489,1.1613,1.0115,1.7507,0.8273,-0.0373,-0.0056,-0.0153,0.2503,0,
COMP_0424,Dynamic Manufacturing,Energy,0.0974,-0.15,0.0222,0.0152,0.3393,1.3324,0.7822,3.5471,0.4543,-0.0684,-0.0232,-0.1056,0.3286,1,2.0
COMP_0581,Dynamic Corp #249,Technology,0.5171,0.5524,0.1238,2.0839,0.8871,5.3011,3.7584,0.7199,6.8753,0.0951,0.0844,0.1452,3.9399,0,
COMP_0136,Prime Logistics #533,Financial Services,-0.2394,0.095,0.0655,0.6427,0.2857,0.5868,0.3646,9.0,2.5003,0.1038,0.0297,0.2967,0.7332,0,
COMP_0451,Dynamic Technologies #555,Real Estate,-0.0583,0.1386,0.0667,0.2568,0.3939,0.7688,0.4946,5.8544,1.3237,0.0294,0.0116,0.0795,0.892,0,
COMP_0165,Vanguard Manufacturing,Retail,0.2443,0.4628,0.0727,1.3061,1.3866,2.1151,1.3387,1.0526,2.8808,0.0281,0.039,0.08,3.3514,0,
COMP_0029,Titan Manufacturing,Energy,-0.0035,-0.0054,0.0363,0.0298,0.6695,0.9893,0.847,1.4605,0.9748,-0.001,-0.0007,-0.0017,0.7954,0,
COMP_0774,Pioneer Services #74,Construction,0.3246,-0.0378,0.0059,0.0373,1.1723,2.1741,1.6283,1.2411,0.2142,-0.013,-0.0152,-0.0341,1.5507,0,
COMP_0194,Pioneer Group #497,Financial Services,-0.0495,-0.0351,0.0144,0.0261,0.1778,0.8369,0.6546,6.3481,0.5207,-0.0563,-0.01,-0.0735,0.1327,0,
COMP_0389,Horizon Holdings,Telecommunications,-0.2647,0.0737,0.0664,0.6146,0.3465,0.3237,0.2019,3.4004,2.3345,0.076,0.0263,0.1158,0.7201,0,
COMP_0853,Quantum Logistics,Real Estate,-0.5233,-0.2048,-0.006,0.0045,0.05,0.1286,0.0839,113.7867,-0.0557,-1.5,-0.0911,-5.0,-0.8816,1,1.0
COMP_0170,Dynamic Enterprises,Technology,0.5907,0.6168,0.1769,4.2534,1.2447,4.5533,2.6945,0.5402,31.4574,0.1059,0.1318,0.203,5.9527,0,
COMP_0706,Strategic Corp #62,Energy,-0.0621,-0.5238,0.0035,0.0373,0.6995,0.7365,0.4487,1.5879,0.0997,-0.0324,-0.0226,-0.0586,-0.0745,0,
COMP_0141,Apex Industries #637,Real Estate,-0.1941,-0.073,0.0134,0.0156,0.1938,0.533,0.3627,3.7206,0.2544,-0.1597,-0.031,-0.1461,-0.0877,0,
COMP_0174,Dynamic Logistics #253,Construction,0.2365,0.248,0.0832,0.8975,1.0448,1.8046,1.2612,1.7349,2.5149,0.0378,0.0395,0.1079,2.4889,0,
COMP_0007,Vanguard Solutions #391,Technology,0.1571,0.7297,0.1687,9.0845,0.8005,2.3328,1.956,0.302,15.1436,0.1518,0.1215,0.1582,8.0181,0,
COMP_0746,Strategic Enterprises,Financial Services,-0.0504,-0.08,0.0188,0.0143,0.2528,0.8823,0.6937,4.8332,0.7817,-0.0157,-0.004,-0.0231,0.151,0,
COMP_0479,Nova Technologies #60,Transportation,-0.1388,0.3709,0.069,1.0239,0.5198,0.4966,0.4717,1.5614,2.24,0.0533,0.0277,0.0709,1.7146,0,
COMP_0074,Global Dynamics #353,Manufacturing,-0.0274,0.1849,0.1269,1.0877,0.7582,0.8926,0.4868,4.1379,3.1313,0.0852,0.0646,0.3319,2.0555,0,
COMP_0911,United Holdings #552,Construction,-0.1146,-0.1192,-0.0456,0.0035,0.5668,0.7576,0.3524,108.2447,-0.3611,-0.2432,-0.1379,-5.0,0.1141,1,4.0
COMP_0814,Quantum Enterprises #586,Healthcare,0.0994,-0.1606,-0.0105,0.0108,0.2743,1.3697,0.6178,1.7197,-0.1912,-0.2067,-0.0567,-0.1542,0.1407,1,1.0
COMP_0239,Strategic Ventures #537,Financial Services,-0.2053,0.095,0.0702,0.5523,0.3399,0.5576,0.4399,9.0,1.6846,0.07,0.0238,0.2379,0.7894,1,5.0
COMP_0146,Advanced Partners #345,Telecommunications,-0.085,0.1995,0.0534,0.932,0.4414,0.7661,0.5937,2.6513,2.6901,0.0643,0.0284,0.1037,1.3541,0,
COMP_0793,Dynamic Logistics #236,Construction,0.221,-0.1154,0.0054,0.0328,1.0111,1.6065,0.9786,2.03,0.1286,-0.0287,-0.029,-0.0879,1.1523,0,
COMP_0235,United Technologies #221,Retail,0.3098,0.5103,0.116,1.9191,2.7311,3.0827,2.1443,0.8617,5.0208,0.0258,0.0704,0.1311,5.3516,0,
COMP_0221,Pinnacle Enterprises #458,Manufacturing,0.015,0.2855,0.1694,1.7831,1.1158,1.0412,0.7409,2.3276,4.2238,0.0846,0.0944,0.3142,3.1624,0,
COMP_0924,United Manufacturing #281,Manufacturing,-0.1255,-0.2853,-0.1229,0.0102,0.6218,0.6997,0.3772,2.2076,-1.9439,-0.2265,-0.1408,-0.4518,-0.3277,1,2.0
COMP_0501,Vanguard Manufacturing #641,Manufacturing,0.068,0.2676,0.2305,4.1117,1.08,1.255,0.8809,0.9206,15.7549,0.1496,0.1615,0.3102,4.764,0,
COMP_0133,Horizon Services #530,Technology,0.4973,0.5754,0.1754,6.7869,0.8689,5.1429,3.711,0.6511,8.4594,0.1441,0.1252,0.2067,6.922,0,
COMP_0991,Pioneer Solutions #255,Financial Services,-0.2393,-0.2025,-0.0074,0.0064,0.221,0.3181,0.158,35.0587,-0.1523,-0.2,-0.0442,-1.5938,-0.3704,1,2.0
COMP_0775,Advanced Solutions #379,Telecommunications,-0.0084,0.2878,0.1729,1.2225,0.6122,0.9793,0.7229,2.3012,5.5996,0.1734,0.1061,0.3504,2.309,0,
COMP_0186,Alpha Solutions,Retail,0.06,0.3661,0.069,0.7286,1.5068,1.2396,0.7713,1.1189,2.672,0.0232,0.035,0.0741,2.7562,0,
COMP_0042,Dynamic Services,Construction,0.2006,-0.2518,0.0063,0.0365,1.2666,1.8221,1.2602,1.1597,0.1973,-0.0163,-0.0207,-0.0446,1.1976,0,
COMP_0697,Pioneer International #149,Construction,0.1659,0.1455,0.161,3.0861,1.1189,1.7048,1.249,2.1568,3.9881,0.0839,0.0938,0.2963,3.9047,0,
COMP_0109,Elite Corp #359,Retail,0.2224,0.3479,0.1061,1.9483,2.1976,1.797,0.9127,1.7305,4.2066,0.0281,0.0617,0.1685,4.4705,0,
COMP_0589,Advanced Logistics #599,Telecommunications,-0.0402,0.2232,0.0985,0.8886,0.5573,0.8686,0.8188,3.2556,4.0279,0.1039,0.0579,0.2463,1.6799,0,
COMP_0057,Summit Partners #412,Energy,0.1188,0.0528,0.0631,0.9864,0.504,1.4271,0.8527,0.8507,2.0604,0.0513,0.0259,0.0479,1.5204,0,
COMP_0406,Nova Innovations #366,Energy,-0.1139,0.2972,0.0768,0.8518,0.6151,0.7056,0.4215,2.1961,1.9764,0.054,0.0332,0.1062,1.6592,1,5.0
COMP_0443,Apex Enterprises #446,Manufacturing,0.2148,0.289,0.0759,0.7214,0.8347,2.0379,1.6709,2.2867,2.4723,0.044,0.0367,0.1208,2.1805,0,
COMP_0758,Strategic Innovations,Financial Services,-0.1056,0.0631,0.0512,0.2816,0.1818,0.734,0.617,4.231,1.8857,0.0952,0.0173,0.0905,0.4813,0,
COMP_0998,Premier Enterprises,Financial Services,-0.2284,-0.1042,-0.01,0.0052,0.3663,0.6259,0.2662,53.1479,-0.1401,-0.1735,-0.0635,-3.4403,-0.0836,1,4.0
COMP_0025,Advanced Solutions #454,Construction,0.1919,0.2584,0.0521,0.3292,0.6158,1.6378,1.4386,1.9235,1.3293,0.0159,0.0098,0.0286,1.5772,0,
COMP_0468,Pioneer Holdings #583,Energy,-0.0031,0.2268,0.0645,0.5966,0.3603,0.9894,0.6201,1.9815,1.5828,0.0507,0.0183,0.0545,1.2449,1,1.0
COMP_0540,Strategic Innovations #77,Technology,0.3,0.5769,0.1296,4.5757,0.8748,3.0335,1.7927,0.6467,6.4476,0.0967,0.0846,0.1393,5.2155,0,
COMP_0532,Nova Ventures,Manufacturing,0.3565,0.4326,0.0959,1.4947,0.879,2.9175,1.9926,0.8734,6.8899,0.0754,0.0663,0.1241,3.1257,0,
COMP_0619,Horizon Corp #380,Technology,0.429,0.7228,0.1357,5.1066,1.1387,5.2276,3.5544,0.2519,13.1814,0.0834,0.0949,0.1189,6.1771,0,
COMP_0695,Pioneer Dynamics #256,Technology,0.304,0.4804,0.1035,1.4965,1.2247,2.4839,1.8414,0.9775,4.0335,0.048,0.0588,0.1162,3.5016,0,
COMP_0927,Vanguard Innovations #590,Energy,0.0633,-0.1203,-0.1202,0.0115,0.5278,1.3131,0.6382,1.6726,-1.5755,-0.2939,-0.1551,-0.4145,0.0455,1,3.0
COMP_0339,Advanced Partners #332,Healthcare,0.5206,0.4955,0.1402,3.1177,0.8519,3.5831,2.9819,0.9174,7.9741,0.1089,0.0928,0.1779,4.5036,0,
COMP_0052,Alpha Manufacturing #487,Manufacturing,0.244,0.4315,0.0679,0.7357,0.7754,2.3416,2.0388,0.9564,3.3471,0.0477,0.037,0.0724,2.3377,0,
COMP_0508,Stellar Industries,Healthcare,0.3132,0.0655,0.071,1.2877,0.6858,2.5831,1.6866,0.893,3.197,0.0553,0.0379,0.0718,2.16,0,
COMP_0517,Pinnacle Enterprises #627,Telecommunications,0.0374,0.0574,0.0477,0.2967,0.2967,1.1174,0.8284,3.7634,2.3583,0.0746,0.0221,0.1055,0.7572,0,
COMP_0921,Quantum Technologies,Telecommunications,-0.1806,-0.1257,-0.0171,0.0074,0.5789,0.3696,0.1968,5.7837,-0.1825,-0.1417,-0.082,-0.5562,0.134,1,2.0
COMP_0782,Omega Services #415,Transportation,-0.0204,0.0171,0.0502,0.0645,0.9029,0.9432,0.6059,3.3686,1.0694,0.0028,0.0025,0.0109,1.1067,0,
COMP_0265,Pioneer Holdings,Real Estate,-0.2812,-0.0399,0.0274,0.0158,0.2117,0.3435,0.2177,3.9649,0.668,-0.0518,-0.011,-0.0545,-0.0817,0,
COMP_0818,Apex Logistics #504,Manufacturing,-0.2318,-0.3128,-0.018,0.0042,0.2676,0.3339,0.2225,3.4967,-0.1642,-0.3805,-0.1018,-0.4579,-0.5055,1,1.0
COMP_0711,Omega Ventures,Transportation,-0.1666,0.2034,0.0623,0.5069,0.8913,0.6062,0.4637,2.0142,1.5677,0.0187,0.0167,0.0502,1.4857,0,
COMP_0683,Omega Corp #196,Real Estate,-0.0819,0.095,0.1365,2.3014,0.4518,0.6887,0.4452,9.0,4.7511,0.1847,0.0835,0.8346,2.3177,0,
COMP_0833,Pioneer Manufacturing,Retail,-0.0234,-0.5369,-0.0603,0.0103,1.0728,0.8966,0.518,3.1871,-0.7149,-0.1167,-0.1252,-0.5244,0.1004,1,1.0
COMP_0519,Strategic Dynamics #192,Retail,0.0759,0.1046,0.0768,0.5878,1.7636,1.258,0.801,1.986,2.4077,0.0199,0.035,0.1046,2.6072,0,
COMP_0448,United International #178,Real Estate,-0.1298,0.2582,0.0529,0.5207,0.298,0.6099,0.2799,2.3197,1.5472,0.052,0.0155,0.0515,0.9908,0,
COMP_0019,United Systems,Telecommunications,0.0266,0.2399,0.0887,1.0982,0.5572,1.0752,0.6438,2.9602,2.0031,0.065,0.0362,0.1433,1.8765,0,
COMP_0716,Dynamic Logistics #360,Construction,0.3672,0.0136,0.036,0.0658,1.3913,2.124,1.5582,1.4217,1.1929,0.0031,0.0044,0.0106,2.0091,0,
COMP_0484,Apex Partners #417,Construction,0.2005,0.4673,0.1117,2.2015,0.8309,1.8728,1.3863,0.8699,4.7217,0.0776,0.0645,0.1206,3.4154,0,
COMP_0569,Quantum Services #505,Transportation,-0.0233,-0.2246,0.011,0.0266,0.7531,0.9328,0.6804,2.3991,0.2717,-0.0334,-0.0252,-0.0855,0.4629,0,
COMP_0434,Alpha Partners #264,Manufacturing,0.1354,-0.0138,0.0249,0.0349,0.6885,1.4234,1.164,1.9218,0.8734,-0.0041,-0.0028,-0.0083,0.9346,0,
COMP_0368,Elite International,Financial Services,-0.1166,-0.0635,0.0305,0.0218,0.0733,0.6651,0.5882,9.0,0.6834,-0.155,-0.0114,-0.1136,-0.0416,0,
COMP_0084,Advanced Technologies,Telecommunications,-0.2239,0.1606,0.0867,1.0486,0.516,0.5348,0.3499,4.9146,2.381,0.0752,0.0388,0.2296,1.3875,0,
COMP_0062,Vanguard Logistics,Construction,0.4533,0.3718,0.1389,2.8793,0.9266,4.5499,2.5665,1.5551,2.9473,0.0804,0.0745,0.1903,4.177,0,
COMP_0639,Summit International #638,Construction,0.3967,0.462,0.1343,3.8664,0.8832,3.3907,1.9618,1.0565,5.8702,0.1004,0.0887,0.1824,4.7692,0,
COMP_0273,Stellar Systems #488,Manufacturing,-0.1033,0.3201,0.1049,1.6861,0.8303,0.7164,0.5492,1.9676,2.8552,0.0648,0.0538,0.1596,2.5125,0,
COMP_0286,Elite Partners #35,Real Estate,-0.1426,0.2608,0.0496,0.3503,0.2646,0.4122,0.2418,2.6423,1.435,0.047,0.0124,0.0453,0.8324,0,
COMP_0361,Summit Corp #307,Telecommunications,-0.1109,0.2267,0.1053,1.9359,0.52,0.6703,0.569,3.1897,3.769,0.116,0.0603,0.2527,2.2135,0,
COMP_0355,Horizon Industries #48,Real Estate,-0.0078,-0.0872,0.0234,0.033,0.2702,0.9622,0.686,2.9889,0.5885,-0.0471,-0.0127,-0.0508,0.2359,0,
COMP_0457,Pinnacle Holdings,Manufacturing,0.0713,0.166,0.139,2.289,0.8688,1.3948,1.3251,1.8032,3.7533,0.0874,0.0759,0.2128,3.019,0,
COMP_0279,Summit Logistics,Technology,0.3445,0.5196,0.1853,7.0035,0.9395,2.667,1.9101,0.8282,10.5738,0.136,0.1278,0.2336,6.8938,0,
COMP_0013,Premier Ventures,Construction,0.2983,-0.0061,0.0138,0.0198,1.1696,2.4211,1.5409,1.3302,0.9416,-0.0006,-0.0007,-0.0015,1.5765,0,
COMP_0183,Strategic Dynamics #480,Retail,0.155,0.3809,0.1142,1.8363,1.3733,1.6519,0.9759,1.494,3.232,0.0398,0.0547,0.1364,3.5711,0,
COMP_0369,Omega Solutions,Technology,0.4584,0.531,0.0705,1.4464,0.689,4.4941,2.1259,0.713,3.3601,0.054,0.0372,0.0638,3.0831,0,
COMP_0882,Summit Corp #15,Telecommunications,-0.3077,-0.3819,0.0375,0.0075,0.319,0.3086,0.2077,105.3782,0.2982,-0.2109,-0.0673,-5.0,-0.4566,1,3.0
COMP_0616,Titan Solutions #451,Transportation,0.0637,0.0648,0.0703,0.4654,1.0633,1.3004,0.972,1.4396,1.658,0.0195,0.0207,0.0505,1.7416,0,
COMP_0224,Titan Industries,Healthcare,0.4033,0.5246,0.1164,4.3379,0.5736,2.9875,2.2252,0.8109,5.7775,0.14,0.0803,0.1454,4.7789,0,
COMP_0573,Summit Corp #369,Healthcare,0.3347,0.6451,0.1203,2.8108,0.4569,2.7569,1.8072,0.4726,8.4196,0.1729,0.079,0.1163,3.8451,0,
COMP_0971,Pinnacle Solutions #615,Healthcare,-0.1991,-0.4024,-0.0415,0.0045,0.47,0.4001,0.2771,2.6412,-1.4317,-0.1201,-0.0565,-0.2056,-0.4667,1,1.0
COMP_0654,Nova Systems #24,Telecommunications,0.0119,0.0411,0.0517,0.4778,0.2798,1.0397,0.8472,1.7048,1.5534,0.0502,0.0141,0.038,0.8091,0,
COMP_0546,Dynamic Logistics #106,Technology,0.0712,0.44,0.1356,3.5527,0.8034,1.1999,0.9048,1.1589,6.7046,0.117,0.094,0.203,4.0839,0,
COMP_0583,Dynamic Group #133,Manufacturing,0.1764,0.5558,0.2268,8.4948,1.0733,1.7084,1.3441,0.7092,11.0285,0.1462,0.1569,0.2682,7.9085,0,
COMP_0634,Premier Technologies #516,Financial Services,0.1804,0.1223,0.072,0.5743,0.2473,1.5655,1.2854,6.7677,5.0325,0.1875,0.0464,0.3601,1.2172,0,
COMP_0177,Titan Corp #418,Construction,0.474,-0.0614,0.0054,0.0657,1.0741,4.1158,2.7787,0.5105,0.2946,-0.0101,-0.0108,-0.0164,1.6141,0,
COMP_0666,Elite Services #100,Transportation,-0.0362,0.2677,0.0682,0.4829,0.6872,0.8979,0.7759,2.5489,1.9207,0.0375,0.0258,0.0914,1.5334,0,
COMP_0674,Global International #254,Technology,0.3586,0.5556,0.2105,6.1914,1.2399,2.8803,1.8436,0.7098,8.873,0.1144,0.1418,0.2425,6.8577,0,
COMP_0586,United Manufacturing #212,Real Estate,-0.0177,0.1103,0.0783,1.0173,0.3815,0.9378,0.6455,2.1085,2.0388,0.0825,0.0315,0.0979,1.3835,1,2.0
