working_capital_to_total_assets,retained_earnings_to_total_assets,ebit_to_total_assets,market_value_equity_to_total_liabilities,sales_to_total_assets,current_ratio,quick_ratio,debt_to_equity,interest_coverage,net_profit_margin,return_on_assets,return_on_equity,is_insolvent,company_id,company_name,industry,company_size,economic_cycle
-0.1479,0.1099,0.0145,0.9882,1.4,0.787,1.1082,2.278,4.4375,-0.0231,0.06,0.1144,0,COMP_08918,Legacy Energy PLC,Oil & Gas,medium,peak
-0.0154,0.1447,0.0011,0.7024,0.5405,0.3686,0.301,7.0047,0.7898,-0.0405,-0.0229,-0.0433,1,COMP_04777,Integrated Products Group,REIT,enterprise,trough
-0.1028,-0.1258,-0.0064,0.5495,0.7595,1.0227,0.4108,2.9059,1.6759,-0.0161,-0.0317,-0.0516,1,COMP_04277,Advanced Trade PLC,Transportation,small,contraction
0.4584,0.2436,0.1226,3.5106,1.3751,1.6512,1.3611,0.7121,7.0415,0.0451,0.0656,0.0452,0,COMP_00254,Precision Solutions PLC,Technology,large,trough
-0.024,-0.0674,0.0047,0.3826,0.3927,0.5628,1.2691,1.8868,1.1368,-0.2401,-0.0069,-0.1261,1,COMP_07896,Legacy Labs Ltd,Entertainment,medium,expansion
-0.1055,0.0091,-0.0218,0.528,1.1787,0.7657,0.7797,2.2832,0.4,0.0101,0.0322,-0.0878,1,COMP_09591,Liberty Corp Ltd,Airlines,large,trough
0.0098,0.15,0.019,0.8247,0.6495,0.8147,0.5792,3.7219,0.3341,-0.0,-0.0143,-0.0056,1,COMP_07289,Royal Trade Ltd,Retail,medium,trough
0.0917,0.3494,-0.0365,1.6315,2.2844,1.5421,0.9491,1.1001,1.5,0.0319,0.018,-0.0029,0,COMP_00279,Paramount Trade Holdings,Hospitality,large,trough
0.1097,0.1008,0.1256,0.6757,0.3,0.8792,0.45,1.9348,1.5,0.053,0.0319,0.0971,0,COMP_03253,Freedom Products LLC,Insurance,micro,contraction
0.0991,0.2358,0.0623,0.5,0.5747,1.041,1.113,1.7739,4.8353,0.0359,0.0731,0.0028,0,COMP_02481,Premier Brands LLC,Real Estate,small,expansion
0.1578,0.2384,0.0806,0.7436,0.6853,1.1609,0.4599,1.4318,1.7638,0.0107,0.0546,0.0583,0,COMP_00290,Alpha Management Co,Utilities,small,contraction
0.1007,0.0364,-0.0085,0.9677,0.7103,0.8757,0.639,2.3903,1.1483,0.0143,-0.0067,-0.0158,1,COMP_06087,Innovative Tech LLC,Retail,large,contraction
0.2182,0.221,0.043,1.6196,1.9982,0.8617,1.3997,1.0179,1.9585,0.0382,0.0225,0.056,0,COMP_03076,Pinnacle Bio Ltd,Automotive,enterprise,trough
0.0544,-0.074,0.0301,1.1224,1.2228,1.3489,1.0866,0.987,0.5792,0.0086,0.0099,-0.0483,0,COMP_08124,Nexus Consulting International,Construction,medium,contraction
0.0132,0.0906,-0.0125,0.3539,0.7684,1.4505,0.608,5.991,2.1692,0.0247,-0.0331,-0.0889,1,COMP_07599,Sterling Services Corp,Real Estate,large,expansion
-0.0114,-0.0886,-0.067,0.9042,0.721,0.3692,0.6434,9.2295,0.5941,-0.0273,-0.0084,-0.0483,1,COMP_06404,Precision Associates Co,Banking,small,contraction
0.0313,-0.0661,0.0175,0.7723,0.7267,0.922,0.3344,5.685,1.4175,-0.0161,-0.0371,-0.115,1,COMP_05090,Elite Labs Ltd,Telecommunications,small,contraction
-0.1157,0.15,-0.0671,1.1822,0.7125,0.8492,0.4981,2.0843,0.7333,-0.0953,0.037,-0.1873,1,COMP_07284,American Dynamics PLC,Pharmaceuticals,micro,expansion
0.096,0.1232,0.0532,1.3278,1.0836,1.1943,0.4905,2.023,1.7244,-0.0619,-0.026,0.0895,0,COMP_09718,Crown Consulting Co,Media,medium,expansion
0.0053,0.0847,0.0456,1.2836,0.9539,1.2809,1.0577,0.6922,2.6088,0.0101,0.0063,0.0168,1,COMP_08403,Royal Power Ltd,Semiconductors,small,contraction
-0.0871,-0.2428,-0.007,0.8575,0.3759,1.0678,0.9672,4.1544,1.4774,-0.0759,-0.0033,-0.2103,1,COMP_06122,Dynamic Consulting Group,Mining,medium,expansion
0.038,-0.1629,-0.1121,0.6785,0.4949,0.68,0.2755,8.7333,1.2719,0.0136,-0.0549,-0.063,1,COMP_07755,Phoenix Services Inc,Financial Services,enterprise,contraction
0.0501,0.0652,0.0763,0.6607,1.1105,1.0624,0.6203,2.1059,3.8755,0.0367,0.0726,0.0879,0,COMP_00271,Zenith Brands Corp,Oil & Gas,small,trough
0.0674,0.15,-0.0189,0.7299,0.4089,0.8915,0.8971,3.0191,2.3166,-0.0346,-0.0516,-0.0451,1,COMP_06010,Frontier Labs Group,Healthcare,small,expansion
0.0083,-0.0726,-0.012,1.0269,0.6044,1.1953,0.3853,1.3844,2.2348,-0.0743,-0.0209,-0.0121,1,COMP_04571,Legacy Services Corp,Biotechnology,medium,contraction
0.22,0.28,-0.1,0.8543,0.8128,1.4455,1.5363,2.3535,0.9139,-0.0491,-0.0381,-0.1479,1,COMP_09117,Omega Pharma Holdings,Airlines,medium,peak
0.0466,0.0398,0.0092,0.7755,1.145,1.3897,0.6664,1.2988,1.5018,-0.0013,0.0054,0.03,0,COMP_09804,Vertex Solutions LLC,Manufacturing,small,expansion
0.1166,0.09,0.0776,1.6912,0.3,0.765,0.5357,0.4641,8.4857,0.0324,0.0349,0.0448,0,COMP_02972,Frontier Solutions International,Software,micro,trough
0.0575,0.1023,-0.0294,0.4364,0.6632,0.884,0.342,7.2302,1.7231,0.0117,-0.0096,-0.0163,1,COMP_06194,Pinnacle Solutions PLC,Real Estate,small,trough
0.0503,0.177,0.0315,0.756,1.2864,2.0325,1.1365,1.6462,0.4,-0.0367,0.0098,-0.0379,0,COMP_08769,Nova Energy Group,Agriculture,large,expansion
-0.1468,-0.1792,-0.1402,0.4612,0.4841,0.3826,0.7738,2.367,1.8709,0.0138,-0.0338,-0.1781,1,COMP_04208,Phoenix Manufacturing Ltd,Entertainment,large,contraction
0.0692,0.1533,0.0594,0.5,0.7507,0.8238,1.0106,1.8735,4.2438,0.0469,0.0153,0.0668,0,COMP_03219,Premier Dynamics Holdings,Oil & Gas,micro,trough
0.2049,0.1434,0.0493,1.2322,0.7209,1.4068,0.5535,0.8115,5.4513,0.0556,0.0531,0.0259,0,COMP_01392,Titan Group Co,Manufacturing,small,contraction
0.3737,0.1393,0.1157,3.5501,1.7731,1.7846,1.3199,0.5564,9.4437,0.053,0.0583,0.1046,0,COMP_03976,Dynamic Consulting Corp,Software,large,trough
0.033,-0.0006,0.0099,0.5923,0.5807,1.4748,0.9025,2.8776,1.0468,-0.0426,-0.0188,-0.0929,1,COMP_04317,Zenith Corp Ltd,Manufacturing,medium,expansion
-0.0481,-0.0296,-0.0031,0.7732,0.7133,1.1081,0.6354,3.994,1.3482,-0.0903,-0.0045,-0.0619,1,COMP_07960,Global Med Corp,Manufacturing,small,peak
0.0824,0.1449,-0.0553,1.0463,0.3724,0.9776,0.8732,1.7718,1.1062,-0.1169,-0.0138,-0.289,1,COMP_07345,Integrated Networks Corp,Entertainment,large,expansion
0.0346,0.15,-0.1107,0.4215,0.6666,0.7914,0.4866,2.0032,0.05,-0.0429,-0.0494,-0.0727,1,COMP_07449,Delta Labs Group,Agriculture,large,contraction
0.1194,0.3245,0.0665,1.0583,0.7616,1.838,0.8996,1.2507,3.4571,0.0575,0.0304,0.071,0,COMP_00084,Freedom Dynamics Group,Telecommunications,medium,contraction
0.0893,0.2133,0.0145,0.6071,0.5662,0.99,1.629,2.1135,1.6843,0.0274,-0.0049,0.0222,0,COMP_00874,Precision Holdings Holdings,REIT,small,expansion
0.0493,0.0213,-0.0349,1.252,0.8967,1.7303,0.8306,0.692,1.5838,-0.0679,0.0071,0.0365,0,COMP_09606,Apex Works Group,Retail,medium,expansion
-0.0423,0.0075,0.0111,0.7279,0.5236,0.91,0.3105,3.6177,0.5855,-0.125,-0.1078,-0.2388,1,COMP_07636,Pioneer Dynamics Inc,Logistics,small,expansion
0.0203,0.0543,-0.0032,0.2471,0.908,0.6762,0.2115,2.9698,1.4196,-0.0452,0.004,-0.0355,1,COMP_04558,Delta Systems PLC,Retail,micro,trough
0.0116,0.0127,0.0461,1.021,0.4607,0.9546,0.4185,5.6898,1.8705,-0.0297,-0.0242,-0.0868,1,COMP_04501,Omega Commerce Group,Insurance,small,trough
0.12,-0.0076,0.06,0.6474,0.4735,1.0052,0.2946,3.1371,2.2207,0.0028,-0.015,-0.1009,1,COMP_04648,Royal Dynamics SA,Media,large,trough
0.1435,0.1612,0.036,1.9733,1.3197,1.3472,1.4501,0.8466,5.3429,0.0295,0.0399,0.0879,0,COMP_02039,Elite Systems LLC,Agriculture,medium,expansion
0.179,0.0319,0.0363,0.5603,0.9481,0.6898,0.7257,1.765,3.0815,-0.0055,-0.007,0.0355,0,COMP_09695,Paramount Manufacturing Inc,Mining,micro,trough
-0.0187,0.0916,-0.0115,0.642,0.6535,0.6742,0.7164,1.5216,2.2705,-0.0292,-0.0375,-0.1375,1,COMP_06910,Apex Logistics Inc,Agriculture,medium,contraction
0.2775,0.2116,0.0849,1.5613,0.6385,1.2406,0.7457,0.4946,5.2553,0.0418,0.0284,0.034,0,COMP_02451,Sigma Networks Holdings,Media,small,peak
0.1383,0.2769,0.1262,1.2142,1.5243,1.3889,1.0799,0.8407,5.8168,0.0309,0.0804,0.0958,0,COMP_03955,Liberty Management SA,Energy,large,contraction
0.1722,0.2068,0.091,4.2808,1.7215,0.8865,0.839,0.1704,5.0833,0.0723,0.0386,0.1041,0,COMP_02330,Alpha Corp Co,Software,medium,trough
0.0069,-0.0629,0.0233,0.5273,0.798,1.0461,0.9526,3.9464,0.9671,-0.0283,0.0196,0.0451,1,COMP_09125,Eagle Services Ltd,Banking,medium,trough
-0.0587,0.15,0.0363,1.2353,0.5747,0.7746,0.5183,9.8659,1.6591,-0.0192,-0.0317,0.0024,1,COMP_07045,Advanced Tech Corp,Financial Services,enterprise,trough
-0.0699,0.0085,-0.0054,0.5572,0.7153,0.4557,0.5994,2.4285,1.7402,-0.0552,-0.0726,-0.149,1,COMP_05043,Innovative Commerce LLC,Automotive,medium,expansion
0.0688,0.0156,0.0427,0.5465,0.7437,1.4961,1.2457,1.4386,1.3879,-0.0185,0.044,-0.0659,0,COMP_09365,Freedom Associates Corp,Entertainment,micro,contraction
0.0761,0.1392,0.06,0.6109,0.775,1.6049,1.2691,4.8331,2.8,-0.0838,0.037,-0.4272,1,COMP_04747,Nexus Industries SA,Mining,medium,expansion
0.0223,0.1451,0.0462,0.5783,0.9856,1.9405,0.572,1.207,2.9866,0.074,-0.007,0.0574,1,COMP_09368,Crown Corp Group,Automotive,small,expansion
0.0913,0.0747,0.0338,0.6218,0.9554,2.1518,1.209,2.9022,2.728,0.0411,0.0445,0.148,1,COMP_09403,Royal Consulting Holdings,Financial Services,medium,expansion
0.12,-0.2074,-0.022,0.3446,0.3606,1.0441,0.3922,5.1843,0.5854,-0.0475,-0.0586,-0.0279,1,COMP_06492,Titan Development Corp,Oil & Gas,large,contraction
-0.0011,0.15,-0.0167,0.3486,0.6926,0.7605,0.6494,2.2101,1.8112,-0.0323,-0.0162,-0.1184,1,COMP_06638,Omega Products Ltd,Media,medium,contraction
-0.0417,0.1421,-0.0563,0.7806,0.4948,1.0567,0.6238,1.5343,1.7095,-0.1244,-0.0419,-0.0826,1,COMP_07226,Pioneer Works Ltd,Software,medium,expansion
0.1711,0.1466,0.0845,0.5157,1.306,1.4189,0.9121,1.2769,5.1364,0.044,0.0478,0.0268,0,COMP_02402,Eagle Associates PLC,Telecommunications,large,trough
0.0148,0.0452,0.06,0.6117,0.6125,0.8507,0.7524,1.1111,0.9713,-0.0392,-0.0655,-0.3036,1,COMP_05521,Alpha Manufacturing Group,Software,small,expansion
0.2225,0.2602,0.0992,1.5452,1.4835,1.0922,0.9916,0.5207,7.7106,0.0756,0.0544,0.1098,0,COMP_01217,Vanguard Holdings Ltd,E-Commerce,large,peak
0.0571,0.1719,0.0381,1.3741,0.8277,1.3608,0.3461,0.7434,2.4948,0.0592,0.0422,0.0129,1,COMP_08696,Core Partners Co,Semiconductors,small,expansion
0.07,-0.2018,-0.0268,0.8886,0.2869,1.1185,0.8194,1.7141,2.6161,-0.165,0.0056,-0.3683,1,COMP_06021,Core Products International,Semiconductors,medium,expansion
0.12,-0.3874,-0.0574,0.1966,0.4941,1.6152,0.9049,4.1228,0.4299,-0.1475,-0.0523,-0.1265,1,COMP_06866,United International Co,Mining,large,expansion
0.0422,0.4391,0.0346,0.9295,2.2825,2.0316,1.6227,2.2367,3.3237,0.031,0.08,0.0768,0,COMP_01065,Innovative Resources Co,Financial Services,enterprise,peak
0.1048,0.3068,0.0922,1.2782,0.6702,1.148,1.1428,1.5026,5.2924,0.0652,0.0248,0.0657,0,COMP_03787,Royal Systems Ltd,Oil & Gas,micro,trough
-0.2308,0.1376,0.06,0.2912,0.7114,1.0017,0.2175,9.7271,0.1756,-0.0146,0.0176,0.0469,1,COMP_04411,Peak Brands LLC,Financial Services,micro,trough
-0.1233,0.0192,0.06,1.0636,1.0788,0.7315,0.696,2.3657,1.373,0.0263,-0.1234,-0.2505,1,COMP_06860,Core Industries International,Agriculture,enterprise,peak
-0.0363,0.15,-0.0407,0.5298,0.5747,0.9107,0.995,1.2,0.91,-0.1221,-0.0272,-0.0021,1,COMP_06761,Sigma Group LLC,Semiconductors,micro,peak
0.12,0.0192,-0.0517,0.6403,0.3867,0.8429,0.8769,7.6788,2.8,0.0041,-0.0367,0.0294,1,COMP_05524,National Industries Co,Banking,micro,peak
-0.0202,-0.1549,-0.0683,0.4854,0.7495,0.9691,0.1954,1.8744,1.7976,-0.0205,0.0204,-0.1019,1,COMP_05997,Freedom Ventures SA,Pharmaceuticals,medium,contraction
0.1249,0.1855,0.0731,1.0347,1.0966,1.4386,0.5925,2.4191,1.567,0.0332,0.0043,0.018,1,COMP_08834,Titan Commerce SA,Insurance,medium,expansion
-0.0357,-0.1076,0.001,1.113,0.4405,0.5955,0.4439,2.6951,1.6185,0.0143,0.0215,-0.1141,1,COMP_05889,Innovative International PLC,Semiconductors,medium,contraction
0.1254,0.1258,0.032,2.4378,0.7268,0.99,0.9511,1.1266,1.5,-0.0253,0.0457,0.0527,0,COMP_02162,Pacific Digital Holdings,Media,small,expansion
0.2057,0.17,0.0446,1.352,0.7084,1.5932,0.492,0.9445,4.5141,0.0119,0.0274,0.051,0,COMP_03009,Vista Solutions SA,E-Commerce,small,contraction
0.1894,0.1322,0.0114,1.3683,0.4858,1.1276,0.5796,0.9921,1.8266,0.0855,0.0226,0.0695,0,COMP_01106,Crown Devices LLC,Retail,small,expansion
0.0354,0.0236,-0.0199,0.6852,0.8309,0.6877,0.8032,3.447,0.7273,-0.0498,-0.0889,-0.1637,1,COMP_06655,Core Digital Holdings,Consumer Goods,medium,peak
0.2378,0.2206,0.0829,1.1174,0.3,0.765,0.616,0.736,1.5,0.0172,0.024,0.0505,0,COMP_00693,Precision Group Group,Healthcare,micro,trough
0.1435,0.2589,0.0432,0.4102,0.7293,0.9135,0.4533,3.1727,1.7154,-0.0154,0.0044,-0.0091,1,COMP_09958,Metro Systems LLC,Insurance,enterprise,trough
0.0611,0.0657,0.0539,0.5825,0.4798,0.3574,0.4523,3.2545,1.1824,-0.0649,-0.0256,-0.123,1,COMP_04957,Elite Instruments International,Pharmaceuticals,small,trough
-0.016,-0.0938,0.0092,0.669,0.5784,1.193,0.4103,8.0,0.6838,-0.0833,-0.0563,-0.2608,1,COMP_06598,United Corp LLC,Banking,micro,peak
0.0719,0.1458,0.0046,1.1077,1.1361,1.0887,0.7489,2.3333,1.2591,0.0085,0.0089,-0.003,1,COMP_08481,Crown Management LLC,Utilities,enterprise,trough
-0.0947,0.0319,0.0386,0.7573,0.4089,1.5274,0.2593,7.4076,0.681,-0.138,-0.0519,-0.1913,1,COMP_04370,Horizon Capital Ltd,Banking,small,expansion
0.141,0.2368,0.0116,1.1991,1.6362,1.3413,1.2908,0.8529,6.0826,0.0373,0.0957,0.0942,0,COMP_02766,Pioneer Components Inc,Construction,large,expansion
0.1184,0.2603,0.0578,0.5,0.3,0.81,0.5199,1.7618,4.8032,0.0396,0.051,0.0867,0,COMP_03930,Pacific Instruments PLC,Oil & Gas,micro,contraction
-0.055,-0.1475,0.013,0.7809,0.5482,1.3055,0.8977,1.4861,1.4948,-0.0163,-0.0208,-0.0289,1,COMP_07135,Legacy Manufacturing Co,Pharmaceuticals,medium,expansion
0.0933,0.1679,0.0913,2.0,0.7155,0.8915,0.8114,0.66,4.5,0.0307,-0.0001,0.0108,0,COMP_08736,Crown Materials PLC,Pharmaceuticals,micro,contraction
-0.0711,-0.1102,-0.105,0.8844,0.4409,0.7522,0.5347,3.0449,0.2982,0.0117,0.0162,-0.1185,1,COMP_07531,Summit Development LLC,Biotechnology,medium,trough
-0.2479,-0.1627,0.06,0.7784,1.1,1.0766,0.417,3.4289,2.4015,0.0143,-0.034,-0.1465,1,COMP_07529,Apex Corp Group,Entertainment,small,contraction
0.3567,0.376,0.1356,2.7129,1.1401,1.7355,1.4231,0.511,4.6844,0.0306,0.0925,0.1121,0,COMP_00629,Pinnacle International PLC,Semiconductors,medium,peak
0.1148,0.2864,0.0873,2.285,1.6676,1.2294,0.9656,1.0167,2.7524,0.0657,0.0453,0.0383,0,COMP_02452,Sigma Consulting PLC,Healthcare,medium,trough
0.12,-0.1407,-0.1092,0.8003,0.7536,1.0525,0.6884,2.4226,2.078,-0.0881,0.0105,0.0572,1,COMP_06240,Apex Commerce Holdings,Agriculture,small,contraction
-0.0492,-0.0731,-0.0122,0.3822,0.3285,0.5412,0.2053,4.4195,1.0327,-0.079,0.0215,-0.069,1,COMP_07013,Vertex Manufacturing Corp,Retail,micro,contraction
0.0812,0.1011,0.0074,0.9132,0.3448,1.6994,1.3646,1.0243,3.7386,0.0545,0.0365,0.0101,0,COMP_03825,Zenith Energy Holdings,Entertainment,micro,peak
0.071,0.1304,-0.0057,1.2723,0.5244,1.9101,0.6322,1.5714,0.9508,-0.0368,0.0091,-0.0014,1,COMP_08978,Dynamic Pharma Ltd,Automotive,medium,expansion
0.0735,0.1802,0.0759,1.4364,1.438,1.0833,0.5223,1.0317,3.2082,0.0147,-0.0034,0.0145,0,COMP_02653,Advanced Tech Co,Construction,medium,contraction
0.1324,0.204,-0.0126,0.8926,1.1757,1.0729,0.3735,1.4746,0.7788,-0.0135,0.0123,-0.0059,1,COMP_09108,Delta Manufacturing LLC,Automotive,medium,trough
0.0393,0.2139,0.1591,2.0995,1.2395,2.0022,1.1988,1.4512,3.6105,0.0281,0.0554,0.1694,0,COMP_03744,Paramount Corp Ltd,Energy,medium,peak
0.1605,0.1478,0.1301,0.6972,1.4384,1.675,0.8985,1.3956,5.9272,0.0468,0.0597,0.1116,0,COMP_02177,Eagle Trade PLC,Oil & Gas,large,contraction
0.0753,0.0968,0.0386,1.2475,0.6951,0.8069,0.27,1.9744,0.6047,-0.0554,0.044,-0.12,0,COMP_09907,Advanced Capital Inc,Agriculture,large,contraction
0.0909,-0.034,0.0201,1.0424,0.8257,1.5437,1.1733,1.6184,0.4,0.069,-0.0073,0.0388,0,COMP_09264,Heritage Trade Group,Transportation,medium,expansion
0.149,0.1367,0.0799,0.7443,1.8595,0.99,0.5584,1.3227,3.3506,0.0313,0.0822,0.1028,0,COMP_03319,Core Commerce Holdings,Oil & Gas,large,expansion
-0.07,-0.138,0.0128,0.3405,0.4919,1.1491,1.2691,1.3813,1.0442,0.0247,-0.1271,-0.203,1,COMP_06344,Pacific Enterprises Holdings,Technology,large,expansion
0.0926,0.2445,0.1288,1.1263,0.6397,1.3146,1.1826,2.2225,3.8603,0.0235,0.0675,0.1093,0,COMP_02788,Vanguard Pharma Co,Insurance,small,contraction
0.1791,0.3535,0.0578,1.6051,1.7305,1.5165,1.6524,1.2007,5.8172,0.0537,0.037,0.0973,0,COMP_04106,Summit Instruments Holdings,Utilities,large,trough
-0.0855,-0.1465,-0.0142,0.05,0.5759,1.3159,0.9187,3.4256,1.4009,-0.0914,-0.0568,-0.2455,1,COMP_06356,Apex Holdings Corp,Retail,medium,expansion
0.3249,0.2132,0.0832,3.1085,1.0052,1.2361,0.7959,0.4655,6.9855,0.0589,0.0472,0.0792,0,COMP_01677,Alpha Management Corp,Software,small,contraction
0.1019,0.2801,0.0654,1.8912,0.493,1.0082,0.5888,1.2441,3.8185,0.064,0.0762,0.0535,0,COMP_03948,Omega Consulting Group,Logistics,small,expansion
-0.1386,-0.0858,-0.0154,0.6069,0.8117,0.5985,0.1047,7.1341,0.7494,-0.1072,0.0223,-0.2001,1,COMP_04445,Zenith Services PLC,Financial Services,medium,expansion
0.0987,0.1814,0.0438,0.5,0.5142,1.2221,0.9318,1.2461,4.0985,0.0742,0.0176,0.1187,0,COMP_02937,Horizon Pharma Holdings,Real Estate,small,expansion
0.0638,0.0165,0.0374,1.0925,0.9311,1.2001,0.7186,2.2239,3.3059,-0.0088,0.0396,0.0262,0,COMP_09006,Nova Tech Holdings,Media,small,contraction
-0.178,0.15,0.0271,0.8618,0.7638,0.5322,0.4974,1.7373,0.4331,-0.032,0.0215,-0.0087,1,COMP_07767,Nova Networks PLC,Semiconductors,small,contraction
0.0899,0.0581,-0.0376,0.6527,0.6336,0.5899,0.6308,3.7642,0.9097,-0.0446,-0.026,-0.0334,1,COMP_05723,Strategic Energy PLC,Retail,micro,trough
-0.0446,-0.0986,0.06,0.9064,0.6427,0.5794,0.1681,2.2342,0.9444,-0.0937,-0.0246,-0.1789,1,COMP_07442,Royal International SA,E-Commerce,medium,expansion
0.0638,0.1015,0.0081,1.1389,0.6659,1.1036,0.525,1.1956,2.2225,0.018,0.0381,0.0604,0,COMP_02504,Integrated Devices International,Construction,micro,peak
0.1557,0.0562,0.0594,0.35,0.7062,1.4007,0.8081,2.2144,3.4829,0.047,0.0219,0.079,0,COMP_08483,Innovative Devices LLC,Insurance,micro,expansion
0.2903,0.1644,0.0946,3.3721,0.8515,2.2623,0.9379,0.2683,7.3339,0.1343,0.0972,0.2439,0,COMP_02370,Zenith Digital Co,Pharmaceuticals,medium,expansion
-0.0357,-0.0536,0.0219,0.4811,0.8463,1.038,0.6807,1.2,2.1311,-0.0496,-0.0615,-0.0994,1,COMP_04968,Global International Holdings,Software,enterprise,peak
0.0376,0.1306,-0.0801,0.5898,0.7407,1.0037,0.3295,2.3339,2.3207,-0.0715,-0.0183,-0.0961,1,COMP_05884,Advanced Power Ltd,Entertainment,medium,expansion
0.0035,0.3425,0.0808,0.7992,0.8755,2.2686,1.6167,1.906,4.148,0.0511,0.0629,0.1316,0,COMP_02218,Core Solutions Group,Financial Services,medium,expansion
-0.0155,0.0074,0.0135,0.8568,0.5603,0.834,0.4908,3.2597,1.2507,-0.0276,-0.052,-0.1741,1,COMP_05848,United Logistics Corp,Logistics,medium,expansion
0.1724,0.0799,0.0229,1.8826,1.5241,2.0714,0.5642,0.946,1.5,0.0303,0.0185,0.0977,0,COMP_02219,Alpha Products International,Retail,medium,peak
0.0828,0.1748,0.0389,1.4082,0.8335,0.81,0.85,1.1653,2.9235,0.036,0.0209,0.0348,0,COMP_03327,Pinnacle Logistics Group,Construction,small,contraction
-0.079,-0.0483,-0.1133,0.05,0.5355,1.3742,0.2858,1.3376,1.3754,0.0247,0.0128,0.0187,1,COMP_06734,Apex Enterprises LLC,Semiconductors,small,expansion
0.0769,0.3478,0.0621,0.575,0.9453,1.5829,0.7259,2.0964,4.9217,0.0351,0.0741,0.08,0,COMP_03584,Eagle Solutions International,Financial Services,medium,expansion
0.0186,0.2033,-0.003,1.501,0.7445,1.1793,0.7576,1.0625,2.8691,0.0243,0.0164,-0.0022,0,COMP_09825,Summit Components PLC,Healthcare,micro,trough
0.0956,0.2419,0.0415,0.9426,0.4863,1.0113,0.979,2.1715,2.5868,0.0056,0.0617,0.0546,0,COMP_03620,Atlantic Digital Group,Utilities,micro,contraction
0.0063,0.0757,0.0059,1.1822,0.5498,0.3488,0.2351,1.4808,0.3311,-0.0316,0.0037,-0.1455,1,COMP_07708,Heritage Power Holdings,Software,medium,contraction
0.0548,0.0084,-0.0087,0.763,0.3003,0.7932,0.5736,1.3844,1.1881,-0.0331,-0.0134,-0.0048,1,COMP_06433,Pioneer Bio Ltd,Pharmaceuticals,small,contraction
0.2436,0.1604,0.0416,1.6585,0.9118,1.0741,1.5025,0.8661,4.1986,0.0598,0.0142,0.0678,0,COMP_03116,Core Manufacturing Group,Entertainment,medium,trough
0.4385,0.1644,0.0963,3.6389,1.2163,1.8788,1.8488,0.6991,7.6688,0.0991,0.085,0.1067,0,COMP_00086,Royal Dynamics Corp,Technology,large,expansion
0.1115,-0.044,0.0063,0.9073,0.3702,0.4079,0.2412,6.1687,0.2262,0.0068,-0.0248,-0.1255,1,COMP_05974,Premier Industries Inc,Oil & Gas,large,contraction
0.0508,0.1863,0.0608,1.4822,0.4022,1.3578,1.0646,1.5052,3.8729,0.0071,0.0508,0.0555,0,COMP_02802,Advanced Partners International,Utilities,small,expansion
0.2156,0.2259,0.0366,1.7788,0.6756,0.945,1.1572,1.3078,1.5,0.0844,0.0202,0.1244,0,COMP_03672,Pinnacle Manufacturing Corp,Logistics,small,peak
0.4385,0.3867,0.0431,4.4168,2.4584,1.9004,1.7207,0.1791,2.7484,0.034,0.0187,0.0499,0,COMP_03668,Vista Ventures Ltd,Biotechnology,enterprise,trough
0.1234,0.1416,0.0961,1.873,0.5919,1.0354,0.8181,1.0302,4.1791,0.0379,0.0239,0.096,0,COMP_09795,Pinnacle Labs PLC,Healthcare,large,contraction
0.101,-0.1119,0.06,0.7399,0.8037,0.5083,0.1548,2.8793,0.128,0.0233,0.0039,-0.1873,1,COMP_05159,Pioneer Partners International,Entertainment,small,peak
0.0771,-0.0522,0.0477,1.0037,0.6077,0.7693,0.2052,9.2295,2.8,-0.0119,0.0215,-0.0651,1,COMP_05726,Pinnacle Resources Inc,Banking,medium,contraction
0.0285,-0.0152,-0.0035,0.5269,0.8156,1.1007,0.7084,2.8985,1.2896,-0.0476,-0.0399,0.0162,1,COMP_04591,Pinnacle Group Co,Consumer Goods,medium,peak
0.1037,0.2427,0.0274,1.82,0.3,1.1708,0.9258,0.8675,2.8258,0.0199,0.024,0.0712,0,COMP_02020,American Consulting International,Logistics,micro,trough
-0.0382,-0.212,0.0035,0.2444,0.4064,0.4617,0.4027,4.0514,0.05,-0.1099,0.0394,-0.205,1,COMP_07832,Advanced Group LLC,Oil & Gas,large,peak
0.219,0.3584,0.0643,1.4985,0.9476,1.1565,1.3405,0.5999,1.5,0.0774,0.0576,0.0773,0,COMP_02526,Vista Associates Holdings,Media,small,expansion
-0.0363,-0.0495,0.0402,1.0016,0.7566,2.0096,0.8886,1.2269,1.587,-0.0012,0.0368,-0.0143,0,COMP_08287,Frontier Ventures Co,Logistics,medium,expansion
0.0094,0.2032,0.0595,0.6854,0.9823,0.686,0.7662,1.6373,0.7029,-0.0095,0.0261,0.0642,0,COMP_09207,Vertex Enterprises LLC,Automotive,medium,trough
0.1207,0.1896,0.0304,0.6479,1.4106,0.945,0.7612,1.4287,3.2587,0.0386,0.0255,0.0776,0,COMP_03213,Phoenix Labs Holdings,Real Estate,medium,peak
0.1745,0.2704,0.0543,1.0807,1.352,1.4566,1.3345,1.194,2.846,0.0969,0.0633,0.1062,0,COMP_00520,Omega Commerce PLC,Telecommunications,large,expansion
0.0862,-0.1462,-0.0154,0.8669,0.6769,0.5114,0.7381,2.6577,1.5588,0.0093,-0.0007,-0.1954,1,COMP_05367,Elite Tech Group,Pharmaceuticals,large,peak
