company_id,company_name,industry,company_size,economic_cycle,is_insolvent
COMP_01095,Nova Consulting International,Retail,micro,expansion,0
COMP_06174,Vista Corp Inc,Technology,micro,peak,1
COMP_07049,Liberty Tech SA,Mining,medium,contraction,1
COMP_09273,Horizon Brands LLC,Agriculture,micro,expansion,0
COMP_03136,Alpha Systems International,Airlines,large,contraction,0
COMP_07788,Nexus Solutions Holdings,E-Commerce,micro,expansion,1
COMP_05041,Frontier Logistics Inc,Logistics,medium,expansion,1
COMP_03806,Royal Development Holdings,Financial Services,medium,peak,0
COMP_00885,Summit Products Ltd,Hospitality,small,contraction,0
COMP_02655,Zenith Instruments Holdings,REIT,micro,peak,0
COMP_05922,Metro Associates Ltd,Energy,large,peak,1
COMP_06188,National Bio Group,Hospitality,micro,peak,1
COMP_08086,Precision Labs International,Airlines,micro,expansion,0
COMP_06743,Vista Manufacturing Ltd,Construction,medium,contraction,1
COMP_07627,Titan Power Inc,Renewable Energy,large,contraction,1
COMP_05681,Frontier Logistics Group,Entertainment,medium,expansion,1
COMP_07008,Nexus Products PLC,Energy,small,expansion,1
COMP_09687,American Partners LLC,Mining,medium,expansion,0
COMP_02203,Atlantic Brands Ltd,Consumer Goods,medium,contraction,0
COMP_06108,Metro Labs PLC,Insurance,medium,contraction,1
COMP_06418,Eagle Systems LLC,Construction,micro,trough,1
COMP_01263,Freedom Analytics Group,Manufacturing,micro,expansion,0
COMP_08380,Eagle Pharma Corp,Technology,small,expansion,0
COMP_00976,Freedom Analytics Inc,Healthcare,medium,trough,0
COMP_05832,American Analytics International,E-Commerce,small,peak,1
COMP_04926,Apex Tech International,Software,micro,trough,1
COMP_00942,Metro Instruments SA,Banking,small,expansion,0
COMP_04724,Vanguard Corp Co,Hospitality,small,contraction,1
COMP_02388,Premier Group Holdings,Insurance,medium,expansion,0
COMP_09729,Nova Digital Holdings,Mining,micro,trough,0
COMP_05022,Titan Partners PLC,Renewable Energy,medium,contraction,1
COMP_04392,Legacy Components LLC,Construction,large,expansion,1
COMP_05149,National Development SA,Oil & Gas,enterprise,trough,1
COMP_03222,American Brands Group,Oil & Gas,micro,expansion,0
COMP_03883,Titan Management Ltd,Insurance,small,trough,0
COMP_09439,American Services International,Agriculture,medium,expansion,1
COMP_06625,United Group LLC,Insurance,large,peak,1
COMP_05919,Apex Logistics Co,Financial Services,small,peak,1
COMP_02790,Vertex Manufacturing Holdings,Airlines,micro,expansion,0
COMP_00945,Pioneer Capital PLC,Pharmaceuticals,medium,trough,0
COMP_08909,Delta Devices Co,Oil & Gas,small,peak,1
COMP_01858,Liberty Labs SA,Energy,small,expansion,0
COMP_09081,Integrated Commerce Group,Oil & Gas,micro,expansion,1
COMP_04109,Metro Analytics LLC,Utilities,medium,peak,0
COMP_08514,Nexus International Holdings,Pharmaceuticals,medium,trough,1
COMP_03256,Core Logistics Holdings,Semiconductors,medium,expansion,0
COMP_02691,Integrated Services Co,Financial Services,enterprise,trough,0
COMP_09513,Alpha Resources International,Telecommunications,large,expansion,1
COMP_06962,Summit Systems Corp,Banking,enterprise,expansion,1
COMP_01320,Integrated Med Inc,Mining,small,expansion,0
COMP_08883,Strategic International Co,Technology,medium,trough,0
COMP_09881,Phoenix Energy Inc,Real Estate,small,trough,0
COMP_05163,Atlantic Bio Ltd,Renewable Energy,medium,contraction,1
COMP_05830,Phoenix Resources Co,REIT,micro,expansion,1
COMP_07954,Titan Industries Corp,Retail,medium,expansion,1
COMP_05959,Dynamic Partners LLC,E-Commerce,small,expansion,1
COMP_09272,Prime Analytics Co,Logistics,medium,trough,0
COMP_03476,Zenith Instruments Ltd,REIT,medium,expansion,0
COMP_03506,Eagle Holdings LLC,Banking,micro,trough,0
COMP_04750,Advanced Trade Co,Banking,medium,trough,1
COMP_02478,National Logistics Group,Consumer Goods,enterprise,contraction,0
COMP_09491,Titan Labs International,Airlines,medium,contraction,0
COMP_06616,Zenith Management Holdings,Healthcare,small,peak,1
COMP_07414,Integrated Development LLC,Telecommunications,medium,peak,1
COMP_07587,Sigma Manufacturing Group,Insurance,micro,expansion,1
COMP_05345,Core Tech LLC,E-Commerce,medium,contraction,1
COMP_09864,Delta Holdings Corp,Renewable Energy,small,peak,0
COMP_07112,Vista Ventures SA,Manufacturing,medium,contraction,1
COMP_01875,American Retail Group,Hospitality,small,expansion,0
COMP_08517,Zenith Management Ltd,Real Estate,small,trough,0
COMP_05271,National Materials Group,Transportation,medium,trough,1
COMP_05097,Paramount International International,Software,medium,peak,1
COMP_02905,Innovative Enterprises LLC,Oil & Gas,medium,expansion,0
COMP_00571,Frontier Partners Ltd,Financial Services,large,expansion,0
COMP_01449,Frontier Digital Group,Mining,medium,expansion,0
COMP_05965,Strategic Bio Co,Insurance,small,trough,1
COMP_06243,Advanced Analytics International,E-Commerce,medium,contraction,1
COMP_06348,Integrated Instruments LLC,Agriculture,small,contraction,1
COMP_07875,Frontier Digital SA,Mining,large,expansion,1
COMP_09817,Eagle Commerce PLC,Retail,small,expansion,1
COMP_03227,Royal Capital Corp,Semiconductors,large,contraction,0
COMP_09745,Horizon Instruments Group,Entertainment,micro,contraction,1
COMP_03979,Dynamic Dynamics LLC,E-Commerce,micro,expansion,0
COMP_04384,Innovative Bio Holdings,Automotive,small,trough,1
COMP_07857,Pinnacle Ventures Holdings,Transportation,small,peak,1
COMP_03540,Omega Products Co,Renewable Energy,small,contraction,0
COMP_05683,United Brands Corp,Construction,small,expansion,1
COMP_02828,Metro Med Co,Energy,medium,contraction,0
COMP_07659,Nova International Inc,Mining,small,expansion,1
COMP_04997,National Products Ltd,Semiconductors,enterprise,contraction,1
COMP_01339,Vista Resources Ltd,Software,medium,trough,0
COMP_03263,American Networks Ltd,Manufacturing,medium,expansion,0
COMP_06387,United Enterprises PLC,Consumer Goods,micro,trough,1
COMP_07952,Sigma Enterprises Inc,Telecommunications,small,peak,1
COMP_00651,Zenith Energy Corp,Manufacturing,micro,trough,0
COMP_02903,Paramount Digital Ltd,Mining,large,contraction,0
COMP_02259,Precision Management LLC,Energy,small,trough,0
COMP_07403,Advanced Commerce International,Entertainment,small,expansion,1
COMP_03522,Quantum Capital Group,Insurance,medium,contraction,0
COMP_02731,Elite Logistics LLC,Transportation,micro,expansion,0
COMP_05497,Nova Development International,Software,micro,trough,1
COMP_04479,Pacific Services PLC,Hospitality,large,contraction,1
COMP_01597,Crown Consulting Ltd,Mining,medium,expansion,0
COMP_07067,Vista Tech Holdings,Healthcare,micro,expansion,1
COMP_02585,National Consulting Co,Automotive,medium,peak,0
COMP_05442,American Labs Ltd,Construction,large,expansion,1
COMP_03197,Sigma Consulting Co,Technology,medium,trough,0
COMP_08524,Titan Development Co,Automotive,small,expansion,0
COMP_07683,Vista Capital Co,Logistics,medium,peak,1
COMP_05377,Innovative Retail International,Energy,enterprise,contraction,1
COMP_01259,Vista Components LLC,Transportation,medium,expansion,0
COMP_05278,Vertex Group Co,Financial Services,small,peak,1
COMP_00992,Integrated Systems Group,Telecommunications,medium,expansion,0
COMP_03505,National Commerce Ltd,Mining,medium,peak,0
COMP_00114,Phoenix Enterprises LLC,Retail,small,contraction,0
COMP_00920,Royal Industries Co,Media,micro,expansion,0
COMP_02510,Advanced Manufacturing International,Utilities,small,peak,0
COMP_09405,Eagle Energy LLC,E-Commerce,medium,expansion,1
COMP_00166,Sigma Holdings LLC,Real Estate,medium,contraction,0
COMP_05264,National Partners Group,Semiconductors,medium,peak,1
COMP_04604,Phoenix Pharma International,Energy,medium,contraction,1
COMP_00950,National Instruments Corp,Renewable Energy,small,expansion,0
COMP_04595,Pacific Components SA,Hospitality,enterprise,expansion,1
COMP_05728,Quantum Associates PLC,Energy,small,peak,1
COMP_03771,Freedom Solutions Ltd,Oil & Gas,medium,contraction,0
COMP_02507,Horizon Retail Corp,Energy,enterprise,contraction,0
COMP_05108,Sigma Enterprises SA,Media,large,expansion,1
COMP_02851,Sterling Manufacturing Corp,Banking,medium,contraction,0
COMP_06486,Summit Logistics PLC,Semiconductors,micro,peak,1
COMP_05363,Atlantic Partners International,Telecommunications,medium,peak,1
COMP_07443,Elite Devices Co,Logistics,micro,contraction,1
COMP_04447,Innovative Retail International,Airlines,medium,contraction,1
COMP_04461,Pinnacle Holdings Inc,Retail,micro,expansion,1
COMP_09514,Heritage Corp International,Entertainment,medium,expansion,0
COMP_02506,Pinnacle Commerce Co,Software,medium,contraction,0
COMP_01115,Zenith Labs Group,Energy,micro,trough,0
COMP_08398,Atlantic International Corp,E-Commerce,micro,peak,1
COMP_00299,Freedom Consulting SA,Automotive,medium,trough,0
COMP_01676,Nexus Components Group,Renewable Energy,small,expansion,0
COMP_03348,Innovative Materials Inc,Logistics,enterprise,expansion,0
COMP_02736,Alpha Resources Corp,Mining,enterprise,expansion,0
COMP_07820,Peak Networks PLC,Energy,small,expansion,1
COMP_04989,Phoenix Brands International,Pharmaceuticals,micro,expansion,1
COMP_09895,Frontier Pharma SA,Hospitality,micro,expansion,0
COMP_05818,Strategic Pharma Co,Renewable Energy,small,expansion,1
COMP_04326,Precision International Corp,Automotive,micro,contraction,1
COMP_06720,Peak Solutions LLC,Consumer Goods,small,expansion,1
COMP_08787,Peak Dynamics Group,Construction,small,contraction,1
COMP_04551,Metro Energy PLC,Construction,micro,trough,1
COMP_08573,Dynamic Ventures International,Utilities,small,expansion,1
COMP_07848,Apex Energy Co,Manufacturing,medium,trough,1
COMP_02104,Royal Networks LLC,Transportation,enterprise,expansion,0
COMP_05814,Apex Associates Corp,Telecommunications,small,contraction,1
COMP_09105,Precision Tech Group,Retail,small,contraction,1
COMP_07454,Nova Dynamics PLC,Logistics,small,contraction,1
COMP_01838,Nova Materials Ltd,Consumer Goods,medium,contraction,0
COMP_07903,Quantum Enterprises Ltd,Logistics,large,expansion,1
COMP_08319,Paramount Dynamics PLC,Healthcare,medium,expansion,1
COMP_08724,Phoenix Networks SA,Logistics,small,expansion,0
COMP_00608,Advanced Industries PLC,Real Estate,medium,peak,0
COMP_08375,Apex Retail International,Manufacturing,small,peak,1
COMP_01094,Prime Group Group,Oil & Gas,small,contraction,0
COMP_06388,Vanguard Systems International,Logistics,small,contraction,1
COMP_06506,Peak Networks Ltd,Financial Services,large,peak,1
COMP_08965,American Enterprises Group,Hospitality,small,trough,0
COMP_04488,Core Associates International,Utilities,micro,expansion,1
COMP_00161,Pinnacle Services Ltd,Software,medium,contraction,0
COMP_00204,Pacific Solutions Ltd,Real Estate,small,expansion,0
COMP_07041,Dynamic Materials Ltd,Transportation,medium,contraction,1
COMP_05894,Innovative Dynamics Ltd,Healthcare,small,contraction,1
COMP_04934,Innovative Holdings Corp,Agriculture,micro,trough,1
COMP_02935,Pinnacle Components Group,Consumer Goods,small,contraction,0
COMP_07323,Royal Power Group,Telecommunications,micro,expansion,1
COMP_02436,Pioneer Solutions Group,Pharmaceuticals,micro,contraction,0
COMP_01231,Pinnacle Products Co,Technology,micro,contraction,0
COMP_08676,Prime Dynamics Co,REIT,small,trough,1
COMP_03047,Elite Corp Co,Technology,medium,contraction,0
COMP_09655,Pioneer Products Holdings,Entertainment,micro,expansion,0
COMP_08420,Eagle Enterprises Corp,Mining,large,peak,1
COMP_07667,Delta Energy SA,Entertainment,small,expansion,1
COMP_06408,Vertex Enterprises International,Pharmaceuticals,micro,trough,1
COMP_04252,Liberty Ventures Inc,Logistics,medium,peak,1
COMP_05578,Legacy Holdings Holdings,Banking,micro,contraction,1
COMP_03294,United Products LLC,Airlines,small,contraction,0
COMP_04035,American Bio PLC,Banking,large,expansion,0
COMP_08113,Dynamic Networks Group,Transportation,micro,trough,0
COMP_04291,Apex Bio PLC,E-Commerce,large,expansion,1
COMP_04335,Delta Materials International,Agriculture,medium,contraction,1
COMP_05932,American Devices Co,Energy,small,expansion,1
COMP_03878,Quantum Bio Group,Healthcare,small,trough,0
COMP_05429,Global Digital SA,Entertainment,small,contraction,1
COMP_04754,Metro Group PLC,Telecommunications,small,expansion,1
COMP_04887,Integrated Pharma Holdings,Oil & Gas,medium,trough,1
COMP_00858,Nexus Capital Inc,Renewable Energy,enterprise,peak,0
COMP_08234,Liberty Analytics International,Semiconductors,medium,expansion,1
COMP_08376,Zenith Networks Co,Consumer Goods,large,contraction,0
COMP_02562,Apex Holdings Co,Consumer Goods,micro,trough,0
COMP_03802,Precision Resources Ltd,Renewable Energy,small,peak,0
COMP_02641,National Energy Holdings,Renewable Energy,medium,expansion,0
COMP_09664,Vista Logistics SA,Healthcare,small,contraction,0
COMP_04491,Horizon Partners LLC,Logistics,small,expansion,1
COMP_02348,Vista Retail SA,E-Commerce,medium,contraction,0
COMP_00650,Omega Med SA,Automotive,small,peak,0
COMP_02782,Paramount Services Inc,Consumer Goods,small,expansion,0
COMP_05653,Titan Partners Group,Retail,medium,expansion,1
COMP_08544,Vista Retail Group,Logistics,large,expansion,1
COMP_08678,Omega Consulting International,Transportation,large,expansion,0
COMP_06434,United Development Corp,Real Estate,medium,contraction,1
COMP_00616,Peak Instruments Ltd,Automotive,enterprise,peak,0
COMP_08449,Peak Retail Group,Oil & Gas,micro,trough,0
COMP_02576,Global Digital Group,Logistics,micro,peak,0
COMP_00054,Pioneer Power Holdings,Renewable Energy,small,trough,0
COMP_03341,Vista Holdings PLC,Consumer Goods,small,contraction,0
COMP_07038,Summit Med LLC,Oil & Gas,large,contraction,1
COMP_01706,Titan Logistics Holdings,Manufacturing,large,contraction,0
COMP_09061,Advanced Brands International,Automotive,enterprise,trough,0
COMP_09353,Atlantic Logistics Inc,Oil & Gas,medium,trough,1
COMP_01494,Premier Dynamics International,Retail,medium,contraction,0
COMP_09964,Heritage Enterprises Group,Financial Services,micro,expansion,1
COMP_05633,Advanced Pharma Inc,Biotechnology,small,peak,1
COMP_00804,Pinnacle Energy Ltd,Banking,medium,contraction,0
COMP_04954,Frontier Bio Ltd,Media,large,trough,1
COMP_06934,Paramount Management Ltd,Financial Services,micro,contraction,1
COMP_07105,Pinnacle Works LLC,Agriculture,small,contraction,1
COMP_00991,Global Networks Ltd,Insurance,small,expansion,0
COMP_02775,Heritage Labs Inc,Healthcare,small,expansion,0
COMP_07471,Vertex Corp SA,Telecommunications,small,expansion,1
COMP_06420,Vista Group Corp,REIT,large,contraction,1
COMP_03514,Vertex Trade Holdings,Technology,large,trough,0
COMP_05479,Crown Dynamics Group,Mining,small,contraction,1
COMP_08401,Eagle Works LLC,Insurance,small,expansion,1
COMP_00220,Metro Bio LLC,Energy,small,expansion,0
COMP_06970,Phoenix Pharma Group,Financial Services,micro,trough,1
COMP_01289,Prime Pharma International,E-Commerce,micro,expansion,0
COMP_03164,Core Resources PLC,Transportation,large,contraction,0
COMP_04679,Global Capital Group,Semiconductors,small,expansion,1
COMP_02619,Prime Partners International,Airlines,medium,contraction,0
COMP_03613,Peak International Ltd,Insurance,micro,trough,0
COMP_00044,Sterling Enterprises International,Automotive,enterprise,expansion,0
COMP_08095,Omega Manufacturing Group,Utilities,small,contraction,1
COMP_08373,Apex Services International,E-Commerce,medium,peak,0
COMP_03793,Strategic Management Group,Mining,large,trough,0
COMP_03572,Nova Solutions LLC,Hospitality,micro,contraction,0
COMP_09981,Omega Development Co,Utilities,small,peak,0
COMP_01504,Strategic Retail Group,Telecommunications,small,contraction,0
COMP_05557,Global Bio Ltd,Airlines,medium,expansion,1
COMP_09831,American Med Inc,Airlines,large,expansion,1
COMP_03440,Vanguard Partners SA,Banking,small,contraction,0
COMP_01893,Premier Associates LLC,Hospitality,large,expansion,0
COMP_09324,Innovative Development Group,Retail,small,trough,0
COMP_05256,Strategic Commerce SA,Logistics,small,trough,1
COMP_01956,Pacific Enterprises SA,Insurance,small,contraction,0
COMP_05168,Phoenix Ventures Co,Technology,micro,trough,1
COMP_04815,Vanguard Corp Co,Mining,enterprise,expansion,1
COMP_06265,Pioneer Resources LLC,Agriculture,large,contraction,1
COMP_01506,Sigma Analytics International,Media,small,expansion,0
COMP_00671,Liberty Analytics International,Airlines,small,contraction,0
COMP_08908,Eagle Networks Group,Manufacturing,small,expansion,0
COMP_07056,Vertex Associates SA,Mining,medium,peak,1
COMP_00898,Elite Analytics Corp,Insurance,large,trough,0
COMP_06179,American Industries Co,Telecommunications,micro,expansion,1
COMP_02667,Integrated Ventures International,Automotive,small,trough,0
COMP_03194,Titan Enterprises Group,Real Estate,small,contraction,0
COMP_02891,Strategic Capital Ltd,Software,medium,trough,0
COMP_07774,Pacific Brands International,E-Commerce,large,expansion,1
COMP_02622,Metro Works Corp,Healthcare,medium,trough,0
COMP_06009,Paramount Development PLC,Telecommunications,medium,contraction,1
COMP_05957,Summit Resources International,Financial Services,small,trough,1
COMP_00003,Alpha Components Group,Insurance,medium,expansion,0
COMP_02371,Pacific Consulting LLC,Software,medium,contraction,0
COMP_07915,Integrated Retail Group,Airlines,small,contraction,1
COMP_01770,Pacific Ventures Co,Energy,medium,expansion,0
COMP_08507,Vertex Capital SA,Telecommunications,medium,trough,1
COMP_06026,Legacy Digital PLC,Biotechnology,micro,contraction,1
COMP_00532,Global Tech International,Airlines,small,peak,0
COMP_08725,United Retail Group,Telecommunications,medium,expansion,1
COMP_08650,Sterling Manufacturing Holdings,Banking,medium,trough,0
COMP_07874,Apex Commerce SA,Technology,medium,expansion,1
COMP_08891,Pacific Development International,Pharmaceuticals,small,expansion,0
COMP_03121,Sigma Digital LLC,Utilities,large,peak,0
COMP_09023,Prime Energy SA,Consumer Goods,large,expansion,0
COMP_00732,Horizon Devices PLC,Automotive,large,expansion,0
COMP_03407,United Bio Co,Biotechnology,micro,expansion,0
COMP_02340,Frontier Trade Holdings,Logistics,micro,peak,0
COMP_05968,Eagle Systems Corp,Banking,micro,trough,1
COMP_06581,Pinnacle Holdings Corp,Mining,small,trough,1
COMP_02566,Sigma Systems SA,Hospitality,large,expansion,0
COMP_07727,Zenith Development Inc,Retail,large,expansion,1
COMP_07821,Elite Dynamics Ltd,Real Estate,medium,peak,1
COMP_06714,Vanguard Corp SA,Real Estate,large,peak,1
COMP_06996,Elite Enterprises PLC,Telecommunications,small,peak,1
COMP_06943,Global Power Holdings,Agriculture,large,expansion,1
COMP_07795,Dynamic Components LLC,Pharmaceuticals,small,contraction,1
COMP_08976,Vanguard Retail Group,Real Estate,medium,expansion,0
COMP_01256,Frontier Retail SA,Biotechnology,medium,contraction,0
COMP_02105,Dynamic Resources Inc,Biotechnology,medium,contraction,0
COMP_06735,Apex Resources Inc,Biotechnology,small,peak,1
COMP_09779,Freedom Commerce Ltd,Insurance,small,contraction,0
COMP_06225,Precision Retail International,Energy,enterprise,trough,1
COMP_09151,Nova Components Co,Mining,large,contraction,0
COMP_04995,Summit Partners PLC,Financial Services,large,peak,1
COMP_08970,Liberty Materials Group,Technology,medium,peak,0
COMP_06840,Premier Ventures Ltd,Agriculture,small,expansion,1
COMP_05058,Legacy Manufacturing PLC,Retail,large,peak,1
COMP_05847,Global Analytics Inc,Energy,small,peak,1
COMP_04435,Metro Trade International,Transportation,small,expansion,1
COMP_03485,Royal Manufacturing LLC,Consumer Goods,small,contraction,0
COMP_09494,Atlantic Materials International,Transportation,small,contraction,1
COMP_05319,Paramount Energy Holdings,Mining,small,expansion,1
COMP_03817,Horizon Pharma Holdings,Pharmaceuticals,medium,expansion,0
COMP_05730,Core Devices Holdings,Renewable Energy,medium,contraction,1
COMP_08904,Apex Capital Group,Biotechnology,medium,contraction,1
COMP_07841,Alpha Solutions Holdings,Pharmaceuticals,medium,expansion,1
COMP_09890,Sterling Analytics Corp,Manufacturing,micro,expansion,0
COMP_01622,United Digital Holdings,Biotechnology,medium,expansion,0
COMP_09424,Elite International LLC,Entertainment,small,peak,1
COMP_06308,Legacy Ventures LLC,Renewable Energy,micro,expansion,1
COMP_09305,Metro Capital International,Construction,enterprise,expansion,0
COMP_08903,Eagle Ventures Co,Entertainment,medium,trough,0
COMP_01097,Freedom International SA,Retail,large,expansion,0
COMP_08058,Dynamic Services Group,Construction,medium,peak,1
COMP_09482,Strategic Devices Ltd,Oil & Gas,medium,contraction,1
COMP_02464,Vertex Devices Holdings,Oil & Gas,micro,contraction,0
COMP_08290,Strategic International Ltd,Manufacturing,large,contraction,0
COMP_01789,Vista Components Inc,Construction,micro,expansion,0
COMP_00251,Phoenix Labs Ltd,E-Commerce,small,peak,0
COMP_09927,Summit Systems Holdings,Insurance,small,expansion,0
COMP_06192,Eagle Instruments Corp,Agriculture,small,trough,1
COMP_09651,Delta Energy Group,Healthcare,medium,expansion,1
COMP_00193,Pinnacle Instruments Group,Healthcare,large,contraction,0
COMP_00821,Apex Partners Inc,Airlines,large,expansion,0
COMP_09628,Heritage Group PLC,Insurance,large,trough,0
COMP_05715,Paramount Partners Inc,Telecommunications,small,contraction,1
COMP_07196,Dynamic Capital Inc,Financial Services,medium,expansion,1
COMP_05716,Summit Ventures Ltd,Utilities,micro,peak,1
COMP_04401,Vertex Associates Group,Software,medium,peak,1
COMP_09291,Sterling Corp International,Insurance,enterprise,expansion,0
COMP_05389,Strategic Holdings Inc,Banking,small,expansion,1
COMP_04167,Frontier Tech International,Real Estate,large,expansion,0
COMP_04952,Titan Consulting Ltd,Manufacturing,small,trough,1
COMP_02688,Elite Enterprises LLC,Mining,enterprise,expansion,0
COMP_04391,Strategic Pharma Holdings,E-Commerce,small,contraction,1
COMP_05861,Dynamic Manufacturing Corp,Manufacturing,small,trough,1
COMP_05982,Sigma Capital Co,Consumer Goods,small,expansion,1
COMP_04928,Sterling Group SA,Insurance,small,contraction,1
COMP_06736,Alpha Digital Corp,Technology,small,peak,1
COMP_02608,Legacy Labs Ltd,Utilities,micro,contraction,0
COMP_07467,Apex Industries Ltd,Transportation,medium,expansion,1
COMP_00239,Global Power Co,Logistics,micro,trough,0
COMP_04016,Zenith Solutions PLC,Logistics,small,peak,0
COMP_09263,United Networks Holdings,Retail,medium,trough,1
COMP_02978,Prime Consulting LLC,Airlines,medium,contraction,0
COMP_05713,Metro Med SA,Financial Services,large,contraction,1
COMP_09857,American Digital Ltd,Entertainment,large,expansion,1
COMP_05474,Premier Networks Corp,Automotive,small,expansion,1
COMP_00946,Vista Labs Ltd,Real Estate,small,peak,0
COMP_08252,United Ventures Group,Consumer Goods,medium,trough,1
COMP_07682,Delta Devices PLC,Consumer Goods,micro,expansion,1
COMP_05098,Titan Corp Corp,Media,small,contraction,1
COMP_06806,Zenith Med Inc,Transportation,large,contraction,1
COMP_05804,Pacific Partners Inc,Biotechnology,medium,trough,1
COMP_03553,Prime Group Corp,Energy,medium,trough,0
COMP_09970,Delta Works Corp,Mining,large,contraction,0
COMP_03361,Heritage Works Group,Airlines,small,expansion,0
COMP_08250,Delta Solutions LLC,E-Commerce,micro,expansion,0
COMP_02411,Innovative Ventures Ltd,Consumer Goods,micro,contraction,0
COMP_04508,Vanguard Commerce SA,Airlines,medium,expansion,1
COMP_08463,Frontier Brands Holdings,REIT,small,expansion,0
COMP_03983,Pacific Trade SA,Biotechnology,small,expansion,0
COMP_00147,United Corp International,Logistics,small,peak,0
COMP_06649,Peak Consulting Inc,Hospitality,small,trough,1
COMP_02295,Quantum Manufacturing LLC,Renewable Energy,small,contraction,0
COMP_02254,Vanguard Devices Ltd,REIT,small,contraction,0
COMP_03612,Integrated Group PLC,Entertainment,medium,contraction,0
COMP_05354,Horizon Materials Corp,Telecommunications,medium,contraction,1
COMP_01737,Pacific Corp Group,Renewable Energy,large,expansion,0
COMP_07916,Dynamic Networks SA,Transportation,micro,contraction,1
COMP_07660,Quantum Associates Corp,Banking,enterprise,contraction,1
COMP_00115,Precision Solutions Ltd,Pharmaceuticals,large,expansion,0
COMP_08861,Pacific Components SA,Energy,small,expansion,1
COMP_05650,Frontier Commerce International,Biotechnology,small,expansion,1
COMP_09845,Quantum Associates International,Mining,small,expansion,0
COMP_00499,Quantum Materials Group,Entertainment,large,contraction,0
COMP_07823,Precision Works International,Banking,small,contraction,1
COMP_00721,Innovative Analytics PLC,Banking,micro,expansion,0
COMP_07259,Royal Commerce Ltd,Utilities,small,expansion,1
COMP_08844,Delta Commerce SA,Entertainment,micro,trough,1
COMP_05731,National Services Group,Banking,micro,expansion,1
COMP_03090,Premier Brands PLC,Entertainment,large,trough,0
COMP_07227,Sigma Corp Corp,Utilities,large,expansion,1
COMP_07307,Omega Works PLC,Insurance,micro,expansion,1
COMP_06509,Titan Dynamics PLC,E-Commerce,medium,expansion,1
COMP_00597,Metro Resources SA,Real Estate,medium,contraction,0
COMP_09093,American Works Corp,Mining,small,expansion,0
COMP_06096,Vista Partners Holdings,Biotechnology,enterprise,expansion,1
COMP_06054,Sigma Manufacturing Group,Transportation,small,trough,1
COMP_05165,Nexus Brands Holdings,Manufacturing,micro,expansion,1
COMP_01648,Sterling Networks PLC,REIT,micro,trough,0
COMP_08168,Innovative Materials LLC,Agriculture,medium,expansion,0
COMP_06921,Integrated Systems Corp,Software,medium,expansion,1
COMP_02701,Summit Commerce Group,Financial Services,micro,expansion,0
COMP_08204,Titan Manufacturing Ltd,Semiconductors,small,contraction,1
COMP_01701,Metro Commerce Corp,Utilities,medium,contraction,0
COMP_08944,Premier Systems Holdings,Pharmaceuticals,micro,contraction,0
COMP_05405,Advanced Industries Ltd,Agriculture,enterprise,peak,1
COMP_07220,Freedom Resources Holdings,Entertainment,small,expansion,1
COMP_07503,Elite Development LLC,Agriculture,medium,expansion,1
COMP_02943,United Enterprises Ltd,Telecommunications,micro,expansion,0
COMP_06302,Phoenix Materials SA,Transportation,large,trough,1
COMP_00087,Zenith Partners Ltd,Telecommunications,small,peak,0
COMP_02309,Summit Labs Ltd,Entertainment,small,peak,0
COMP_02678,Precision Management International,E-Commerce,enterprise,trough,0
COMP_08217,Nexus Industries Group,Media,micro,peak,1
COMP_07730,Paramount Holdings Group,Entertainment,small,expansion,1
COMP_02595,Elite Resources Corp,Software,large,contraction,0
COMP_05885,Horizon Commerce Holdings,Financial Services,medium,contraction,1
COMP_01030,Advanced International Ltd,Manufacturing,large,contraction,0
COMP_00137,Dynamic Products SA,Hospitality,enterprise,contraction,0
COMP_06832,Heritage Devices Holdings,Logistics,medium,contraction,1
COMP_07815,Dynamic Consulting Co,Energy,medium,trough,1
COMP_02855,Atlantic Brands PLC,E-Commerce,large,expansion,0
COMP_04410,Strategic Corp LLC,Transportation,small,expansion,1
COMP_01201,Titan Systems SA,Consumer Goods,large,trough,0
COMP_04718,Vertex Logistics SA,Consumer Goods,medium,expansion,1
COMP_09518,Dynamic Materials Group,Media,medium,contraction,0
COMP_06595,Pioneer Dynamics International,Retail,medium,expansion,1
COMP_00567,Atlantic Products SA,Retail,small,expansion,0
COMP_07329,Nexus Manufacturing SA,Financial Services,enterprise,expansion,1
COMP_05431,Pioneer Retail Group,Mining,micro,contraction,1
COMP_03928,Metro Analytics PLC,Manufacturing,micro,trough,0
COMP_06056,Crown Development LLC,Retail,small,contraction,1
COMP_07590,Metro Holdings Ltd,REIT,small,expansion,1
COMP_07123,Nova Digital Group,Technology,large,expansion,1
COMP_06573,National International International,Agriculture,small,contraction,1
COMP_06536,Apex Solutions PLC,Oil & Gas,large,contraction,1
COMP_08914,Global Logistics Group,REIT,medium,expansion,0
COMP_08276,Integrated Trade LLC,Software,medium,contraction,1
COMP_02331,Nova Group Group,Technology,small,contraction,0
COMP_03516,American Dynamics International,Energy,large,expansion,0
COMP_02188,Quantum Dynamics Holdings,Pharmaceuticals,medium,expansion,0
COMP_00196,Metro Components Group,Consumer Goods,medium,contraction,0
COMP_07258,Zenith Pharma SA,Consumer Goods,medium,contraction,1
COMP_05667,Prime Analytics Corp,Financial Services,enterprise,contraction,1
COMP_05060,Integrated Instruments PLC,Renewable Energy,small,expansion,1
COMP_00803,Premier Manufacturing International,Real Estate,medium,peak,0
